studyhours,attendance,resources,extracurricular,motivation,internet,gender,age,learningstyle,onlinecourses,discussions,assignmentcompletion,examscore,edutech,stresslevel,finalgrade
20,85,Some,Yes,Medium,Yes,Female,22,Kinesthetic,5,Often,54,41,Yes,Medium,Excellent
13,93,Some,Yes,High,Yes,Female,23,Kinesthetic,1,Rarely,99,53,Yes,High,Excellent
13,93,Some,Yes,High,Yes,Female,23,Kinesthetic,9,Often,94,75,Yes,Low,Average
13,93,Some,Yes,High,Yes,Female,23,Kinesthetic,4,Often,58,96,Yes,High,Fail
13,93,Some,Yes,High,Yes,Female,29,Visual,15,Often,89,41,No,Medium,Excellent
13,93,Many,Yes,Medium,Yes,Female,23,Kinesthetic,1,Rarely,99,53,Yes,High,Excellent
13,93,Many,Yes,Medium,Yes,Female,23,Kinesthetic,9,Often,94,75,Yes,Low,Average
13,93,Many,Yes,Medium,Yes,Female,23,Kinesthetic,4,Often,58,96,Yes,High,Fail
13,93,Many,Yes,Medium,Yes,Female,29,Visual,15,Often,89,41,No,Medium,Excellent
13,93,Many,No,Low,Yes,Female,23,Kinesthetic,1,Rarely,99,53,Yes,High,Excellent
13,93,Many,No,Low,Yes,Female,23,Kinesthetic,9,Often,94,75,Yes,Low,Average
13,93,Many,No,Low,Yes,Female,23,Kinesthetic,4,Often,58,96,Yes,High,Fail
13,93,Many,No,Low,Yes,Female,29,Visual,15,Often,89,41,No,Medium,Excellent
20,84,Many,Yes,High,Yes,Male,21,Auditory,15,Often,83,66,Yes,Medium,Good
20,84,Many,Yes,Medium,Yes,Male,21,Auditory,15,Often,83,66,Yes,Medium,Good
20,84,Some,No,Medium,Yes,Male,21,Auditory,15,Often,83,66,Yes,Medium,Good
20,84,Some,No,Low,Yes,Male,21,Auditory,15,Often,83,66,Yes,Medium,Good
15,84,Many,No,Low,Yes,Female,26,Visual,15,Rarely,59,95,Yes,High,Fail
15,84,Many,No,Low,Yes,Female,19,Visual,4,Often,82,79,No,High,Average
15,84,Many,No,Low,Yes,Female,26,Auditory,10,Rarely,74,65,No,Medium,Good
15,84,Many,No,Low,Yes,Female,22,Visual,12,Often,54,69,Yes,Medium,Good
15,84,Some,No,Medium,Yes,Female,26,Visual,15,Rarely,59,95,Yes,High,Fail
15,84,Some,No,Medium,Yes,Female,19,Visual,4,Often,82,79,No,High,Average
15,84,Some,No,Medium,Yes,Female,26,Auditory,10,Rarely,74,65,No,Medium,Good
15,84,Some,No,Medium,Yes,Female,22,Visual,12,Often,54,69,Yes,Medium,Good
15,84,Some,Yes,Medium,Yes,Female,26,Visual,15,Rarely,59,95,Yes,High,Fail
15,84,Some,Yes,Medium,Yes,Female,19,Visual,4,Often,82,79,No,High,Average
15,84,Some,Yes,Medium,Yes,Female,26,Auditory,10,Rarely,74,65,No,Medium,Good
15,84,Some,Yes,Medium,Yes,Female,22,Visual,12,Often,54,69,Yes,Medium,Good
18,67,Some,Yes,Low,Yes,Female,25,Kinesthetic,17,Often,78,56,Yes,High,Good
18,67,Some,Yes,Low,Yes,Female,19,Visual,12,Rarely,76,100,Yes,High,Fail
18,67,Many,Yes,Medium,Yes,Female,25,Kinesthetic,17,Often,78,56,Yes,High,Good
18,67,Many,Yes,Medium,Yes,Female,19,Visual,12,Rarely,76,100,Yes,High,Fail
18,67,Some,No,Low,Yes,Female,25,Kinesthetic,17,Often,78,56,Yes,High,Good
18,67,Some,No,Low,Yes,Female,19,Visual,12,Rarely,76,100,Yes,High,Fail
18,67,Some,No,High,Yes,Female,25,Kinesthetic,17,Often,78,56,Yes,High,Good
18,67,Some,No,High,Yes,Female,19,Visual,12,Rarely,76,100,Yes,High,Fail
18,67,Some,Yes,High,Yes,Female,25,Kinesthetic,17,Often,78,56,Yes,High,Good
18,67,Some,Yes,High,Yes,Female,19,Visual,12,Rarely,76,100,Yes,High,Fail
17,99,Many,No,Medium,Yes,Female,27,Visual,16,Often,81,43,Yes,Medium,Excellent
17,99,Many,No,Medium,Yes,Female,27,Auditory,16,Often,99,74,Yes,High,Average
17,99,Some,No,Low,No,Female,27,Visual,16,Often,81,43,Yes,Medium,Excellent
17,99,Some,No,Low,No,Female,27,Auditory,16,Often,99,74,Yes,High,Average
17,99,Some,No,Low,Yes,Female,27,Visual,16,Often,81,43,Yes,Medium,Excellent
17,99,Some,No,Low,Yes,Female,27,Auditory,16,Often,99,74,Yes,High,Average
17,99,Some,Yes,Medium,Yes,Female,27,Visual,16,Often,81,43,Yes,Medium,Excellent
17,99,Some,Yes,Medium,Yes,Female,27,Auditory,16,Often,99,74,Yes,High,Average
13,69,Some,No,Medium,Yes,Female,25,Auditory,15,Rarely,66,77,No,High,Average
13,69,Some,No,Medium,Yes,Female,19,Kinesthetic,15,Often,91,75,Yes,Low,Average
13,69,Some,No,Medium,Yes,Female,25,Visual,17,Rarely,62,55,Yes,High,Good
13,69,Many,No,Low,Yes,Female,25,Auditory,15,Rarely,66,77,No,High,Average
13,69,Many,No,Low,Yes,Female,19,Kinesthetic,15,Often,91,75,Yes,Low,Average
13,69,Many,No,Low,Yes,Female,25,Visual,17,Rarely,62,55,Yes,High,Good
23,67,Some,Yes,Medium,Yes,Male,27,Auditory,5,Rarely,70,93,Yes,Low,Fail
23,67,Some,No,High,Yes,Male,27,Auditory,5,Rarely,70,93,Yes,Low,Fail
23,67,Many,Yes,Medium,Yes,Male,27,Auditory,5,Rarely,70,93,Yes,Low,Fail
23,67,Many,Yes,Low,Yes,Male,27,Auditory,5,Rarely,70,93,Yes,Low,Fail
23,67,Some,No,Medium,Yes,Male,27,Auditory,5,Rarely,70,93,Yes,Low,Fail
29,87,Many,Yes,High,Yes,Female,23,Visual,9,Often,69,59,Yes,Low,Good
5,84,Some,Yes,High,Yes,Female,20,Auditory,17,Often,74,65,Yes,High,Good
5,84,Some,Yes,Low,No,Female,20,Auditory,17,Often,74,65,Yes,High,Good
19,96,Some,Yes,Low,No,Male,21,Auditory,20,Often,72,54,No,Low,Excellent
19,96,Some,Yes,Low,No,Male,20,Visual,12,Often,62,65,Yes,Medium,Good
19,96,Some,Yes,Low,No,Male,24,Visual,1,Rarely,66,72,No,High,Average
19,96,Some,Yes,Low,No,Male,29,Auditory,4,Often,98,73,Yes,Medium,Average
19,96,Some,No,High,Yes,Male,21,Auditory,20,Often,72,54,No,Low,Excellent
19,96,Some,No,High,Yes,Male,20,Visual,12,Often,62,65,Yes,Medium,Good
19,96,Some,No,High,Yes,Male,24,Visual,1,Rarely,66,72,No,High,Average
19,96,Some,No,High,Yes,Male,29,Auditory,4,Often,98,73,Yes,Medium,Average
19,96,Some,Yes,High,Yes,Male,21,Auditory,20,Often,72,54,No,Low,Excellent
19,96,Some,Yes,High,Yes,Male,20,Visual,12,Often,62,65,Yes,Medium,Good
19,96,Some,Yes,High,Yes,Male,24,Visual,1,Rarely,66,72,No,High,Average
19,96,Some,Yes,High,Yes,Male,29,Auditory,4,Often,98,73,Yes,Medium,Average
19,76,Many,Yes,Low,Yes,Female,27,Visual,20,Often,83,54,Yes,High,Excellent
19,76,Many,Yes,Low,Yes,Female,21,Auditory,11,Rarely,72,90,Yes,Medium,Fail
19,76,Some,No,Medium,Yes,Female,27,Visual,20,Often,83,54,Yes,High,Excellent
19,76,Some,No,Medium,Yes,Female,21,Auditory,11,Rarely,72,90,Yes,Medium,Fail
19,76,Some,Yes,Medium,Yes,Female,27,Visual,20,Often,83,54,Yes,High,Excellent
19,76,Some,Yes,Medium,Yes,Female,21,Auditory,11,Rarely,72,90,Yes,Medium,Fail
27,95,Some,No,High,Yes,Male,19,Auditory,1,Often,63,91,Yes,Low,Fail
27,95,Many,No,High,Yes,Male,19,Auditory,1,Often,63,91,Yes,Low,Fail
27,95,Some,Yes,High,Yes,Male,19,Auditory,1,Often,63,91,Yes,Low,Fail
27,95,Many,Yes,High,Yes,Male,19,Auditory,1,Often,63,91,Yes,Low,Fail
22,97,Many,Yes,Medium,Yes,Female,29,Visual,11,Often,73,89,Yes,Medium,Fail
22,97,Many,Yes,Medium,Yes,Female,20,Visual,13,Often,79,77,No,High,Average
22,97,Many,Yes,Medium,Yes,Female,26,Auditory,16,Often,66,65,Yes,High,Good
22,97,Some,Yes,High,Yes,Female,29,Visual,11,Often,73,89,Yes,Medium,Fail
22,97,Some,Yes,High,Yes,Female,20,Visual,13,Often,79,77,No,High,Average
22,97,Some,Yes,High,Yes,Female,26,Auditory,16,Often,66,65,Yes,High,Good
22,97,Some,No,High,Yes,Female,29,Visual,11,Often,73,89,Yes,Medium,Fail
22,97,Some,No,High,Yes,Female,20,Visual,13,Often,79,77,No,High,Average
22,97,Some,No,High,Yes,Female,26,Auditory,16,Often,66,65,Yes,High,Good
22,97,Some,No,Medium,Yes,Female,29,Visual,11,Often,73,89,Yes,Medium,Fail
22,97,Some,No,Medium,Yes,Female,20,Visual,13,Often,79,77,No,High,Average
22,97,Some,No,Medium,Yes,Female,26,Auditory,16,Often,66,65,Yes,High,Good
22,97,Some,Yes,Medium,No,Female,29,Visual,11,Often,73,89,Yes,Medium,Fail
22,97,Some,Yes,Medium,No,Female,20,Visual,13,Often,79,77,No,High,Average
22,97,Some,Yes,Medium,No,Female,26,Auditory,16,Often,66,65,Yes,High,Good
22,97,Some,Yes,Medium,Yes,Female,29,Visual,11,Often,73,89,Yes,Medium,Fail
22,97,Some,Yes,Medium,Yes,Female,20,Visual,13,Often,79,77,No,High,Average
22,97,Some,Yes,Medium,Yes,Female,26,Auditory,16,Often,66,65,Yes,High,Good
22,72,Some,Yes,Medium,Yes,Female,27,Visual,20,Rarely,50,87,No,Medium,Fail
22,72,Some,No,Low,Yes,Female,27,Visual,20,Rarely,50,87,No,Medium,Fail
22,72,Some,Yes,High,Yes,Female,27,Visual,20,Rarely,50,87,No,Medium,Fail
22,72,Many,No,Low,No,Female,27,Visual,20,Rarely,50,87,No,Medium,Fail
18,95,Some,Yes,Low,Yes,Female,28,Auditory,14,Often,55,57,Yes,Low,Good
18,95,Some,Yes,Low,Yes,Female,29,Auditory,19,Often,53,99,No,High,Fail
18,95,Some,Yes,Low,Yes,Female,18,Visual,12,Rarely,85,51,No,High,Excellent
18,95,Some,Yes,High,Yes,Female,28,Auditory,14,Often,55,57,Yes,Low,Good
18,95,Some,Yes,High,Yes,Female,29,Auditory,19,Often,53,99,No,High,Fail
18,95,Some,Yes,High,Yes,Female,18,Visual,12,Rarely,85,51,No,High,Excellent
18,95,Many,No,Medium,Yes,Female,28,Auditory,14,Often,55,57,Yes,Low,Good
18,95,Many,No,Medium,Yes,Female,29,Auditory,19,Often,53,99,No,High,Fail
18,95,Many,No,Medium,Yes,Female,18,Visual,12,Rarely,85,51,No,High,Excellent
18,95,Many,Yes,High,Yes,Female,28,Auditory,14,Often,55,57,Yes,Low,Good
18,95,Many,Yes,High,Yes,Female,29,Auditory,19,Often,53,99,No,High,Fail
18,95,Many,Yes,High,Yes,Female,18,Visual,12,Rarely,85,51,No,High,Excellent
17,91,Some,No,High,Yes,Female,23,Kinesthetic,19,Rarely,94,81,Yes,High,Average
17,91,Some,No,High,Yes,Female,28,Auditory,9,Rarely,54,75,Yes,High,Average
17,91,Some,Yes,Medium,Yes,Female,23,Kinesthetic,19,Rarely,94,81,Yes,High,Average
17,91,Some,Yes,Medium,Yes,Female,28,Auditory,9,Rarely,54,75,Yes,High,Average
17,91,Some,Yes,Low,Yes,Female,23,Kinesthetic,19,Rarely,94,81,Yes,High,Average
17,91,Some,Yes,Low,Yes,Female,28,Auditory,9,Rarely,54,75,Yes,High,Average
22,71,Many,Yes,High,Yes,Male,22,Visual,1,Often,59,61,Yes,High,Good
22,71,Many,Yes,High,Yes,Male,22,Visual,8,Often,73,97,Yes,High,Fail
22,71,Many,Yes,High,Yes,Male,28,Visual,2,Rarely,51,57,Yes,High,Good
22,71,Some,No,Medium,No,Male,22,Visual,1,Often,59,61,Yes,High,Good
22,71,Some,No,Medium,No,Male,22,Visual,8,Often,73,97,Yes,High,Fail
22,71,Some,No,Medium,No,Male,28,Visual,2,Rarely,51,57,Yes,High,Good
22,71,Some,Yes,Low,Yes,Male,22,Visual,1,Often,59,61,Yes,High,Good
22,71,Some,Yes,Low,Yes,Male,22,Visual,8,Often,73,97,Yes,High,Fail
22,71,Some,Yes,Low,Yes,Male,28,Visual,2,Rarely,51,57,Yes,High,Good
25,60,Many,No,Medium,Yes,Male,22,Visual,6,Often,55,90,Yes,Low,Fail
25,60,Many,Yes,Medium,Yes,Male,22,Visual,6,Often,55,90,Yes,Low,Fail
27,74,Some,No,High,No,Female,23,Auditory,16,Rarely,58,98,Yes,Medium,Fail
27,74,Some,No,High,No,Female,28,Auditory,20,Rarely,84,61,Yes,Low,Good
27,74,Some,No,High,No,Female,21,Visual,10,Often,54,44,Yes,Low,Excellent
27,74,Some,Yes,High,No,Female,23,Auditory,16,Rarely,58,98,Yes,Medium,Fail
27,74,Some,Yes,High,No,Female,28,Auditory,20,Rarely,84,61,Yes,Low,Good
27,74,Some,Yes,High,No,Female,21,Visual,10,Often,54,44,Yes,Low,Excellent
27,74,Some,Yes,Medium,Yes,Female,23,Auditory,16,Rarely,58,98,Yes,Medium,Fail
27,74,Some,Yes,Medium,Yes,Female,28,Auditory,20,Rarely,84,61,Yes,Low,Good
27,74,Some,Yes,Medium,Yes,Female,21,Visual,10,Often,54,44,Yes,Low,Excellent
27,74,Many,No,High,Yes,Female,23,Auditory,16,Rarely,58,98,Yes,Medium,Fail
27,74,Many,No,High,Yes,Female,28,Auditory,20,Rarely,84,61,Yes,Low,Good
27,74,Many,No,High,Yes,Female,21,Visual,10,Often,54,44,Yes,Low,Excellent
18,73,Some,Yes,Medium,Yes,Male,28,Visual,6,Often,63,78,Yes,Low,Average
18,73,Some,Yes,Medium,Yes,Male,29,Visual,4,Often,92,78,Yes,Low,Average
18,73,Some,Yes,Medium,Yes,Male,24,Kinesthetic,19,Often,77,91,Yes,Low,Fail
18,73,Many,Yes,High,Yes,Male,28,Visual,6,Often,63,78,Yes,Low,Average
18,73,Many,Yes,High,Yes,Male,29,Visual,4,Often,92,78,Yes,Low,Average
18,73,Many,Yes,High,Yes,Male,24,Kinesthetic,19,Often,77,91,Yes,Low,Fail
18,73,Some,No,Medium,Yes,Male,28,Visual,6,Often,63,78,Yes,Low,Average
18,73,Some,No,Medium,Yes,Male,29,Visual,4,Often,92,78,Yes,Low,Average
18,73,Some,No,Medium,Yes,Male,24,Kinesthetic,19,Often,77,91,Yes,Low,Fail
8,86,Many,No,High,Yes,Female,23,Visual,19,Often,68,69,Yes,High,Good
8,86,Many,No,High,Yes,Female,28,Visual,15,Often,90,90,No,High,Fail
8,86,Many,No,High,Yes,Female,25,Visual,9,Often,85,91,Yes,Medium,Fail
8,86,Some,Yes,Low,Yes,Female,23,Visual,19,Often,68,69,Yes,High,Good
8,86,Some,Yes,Low,Yes,Female,28,Visual,15,Often,90,90,No,High,Fail
8,86,Some,Yes,Low,Yes,Female,25,Visual,9,Often,85,91,Yes,Medium,Fail
14,94,Some,No,Medium,Yes,Female,19,Auditory,18,Rarely,95,65,Yes,Low,Good
14,94,Some,No,High,Yes,Female,19,Auditory,18,Rarely,95,65,Yes,Low,Good
14,94,Some,Yes,High,Yes,Female,19,Auditory,18,Rarely,95,65,Yes,Low,Good
14,94,Some,Yes,Medium,No,Female,19,Auditory,18,Rarely,95,65,Yes,Low,Good
9,84,Some,No,High,Yes,Female,28,Kinesthetic,18,Often,95,95,No,Medium,Fail
9,84,Some,No,High,Yes,Female,25,Auditory,9,Often,66,82,Yes,Low,Average
9,84,Many,Yes,High,Yes,Female,28,Kinesthetic,18,Often,95,95,No,Medium,Fail
9,84,Many,Yes,High,Yes,Female,25,Auditory,9,Often,66,82,Yes,Low,Average
9,84,Some,No,Medium,Yes,Female,28,Kinesthetic,18,Often,95,95,No,Medium,Fail
9,84,Some,No,Medium,Yes,Female,25,Auditory,9,Often,66,82,Yes,Low,Average
25,82,Many,Yes,Medium,Yes,Female,24,Auditory,18,Often,95,48,Yes,High,Excellent
25,82,Many,Yes,Medium,Yes,Female,25,Kinesthetic,7,Rarely,61,94,Yes,Medium,Fail
25,82,Many,Yes,Medium,Yes,Female,27,Visual,11,Often,92,44,No,High,Excellent
25,82,Many,Yes,Medium,Yes,Female,18,Visual,12,Often,69,55,Yes,High,Good
25,82,Some,No,Medium,Yes,Female,24,Auditory,18,Often,95,48,Yes,High,Excellent
25,82,Some,No,Medium,Yes,Female,25,Kinesthetic,7,Rarely,61,94,Yes,Medium,Fail
25,82,Some,No,Medium,Yes,Female,27,Visual,11,Often,92,44,No,High,Excellent
25,82,Some,No,Medium,Yes,Female,18,Visual,12,Often,69,55,Yes,High,Good
25,82,Some,Yes,Medium,No,Female,24,Auditory,18,Often,95,48,Yes,High,Excellent
25,82,Some,Yes,Medium,No,Female,25,Kinesthetic,7,Rarely,61,94,Yes,Medium,Fail
25,82,Some,Yes,Medium,No,Female,27,Visual,11,Often,92,44,No,High,Excellent
25,82,Some,Yes,Medium,No,Female,18,Visual,12,Often,69,55,Yes,High,Good
25,82,Some,Yes,Low,Yes,Female,24,Auditory,18,Often,95,48,Yes,High,Excellent
25,82,Some,Yes,Low,Yes,Female,25,Kinesthetic,7,Rarely,61,94,Yes,Medium,Fail
25,82,Some,Yes,Low,Yes,Female,27,Visual,11,Often,92,44,No,High,Excellent
25,82,Some,Yes,Low,Yes,Female,18,Visual,12,Often,69,55,Yes,High,Good
25,82,Some,Yes,Medium,Yes,Female,24,Auditory,18,Often,95,48,Yes,High,Excellent
25,82,Some,Yes,Medium,Yes,Female,25,Kinesthetic,7,Rarely,61,94,Yes,Medium,Fail
25,82,Some,Yes,Medium,Yes,Female,27,Visual,11,Often,92,44,No,High,Excellent
25,82,Some,Yes,Medium,Yes,Female,18,Visual,12,Often,69,55,Yes,High,Good
25,82,Many,No,Low,Yes,Female,24,Auditory,18,Often,95,48,Yes,High,Excellent
25,82,Many,No,Low,Yes,Female,25,Kinesthetic,7,Rarely,61,94,Yes,Medium,Fail
25,82,Many,No,Low,Yes,Female,27,Visual,11,Often,92,44,No,High,Excellent
25,82,Many,No,Low,Yes,Female,18,Visual,12,Often,69,55,Yes,High,Good
25,82,Many,No,Medium,Yes,Female,24,Auditory,18,Often,95,48,Yes,High,Excellent
25,82,Many,No,Medium,Yes,Female,25,Kinesthetic,7,Rarely,61,94,Yes,Medium,Fail
25,82,Many,No,Medium,Yes,Female,27,Visual,11,Often,92,44,No,High,Excellent
25,82,Many,No,Medium,Yes,Female,18,Visual,12,Often,69,55,Yes,High,Good
7,86,Some,No,Medium,Yes,Male,26,Visual,8,Often,76,40,No,Medium,Excellent
25,89,Some,Yes,High,Yes,Female,24,Visual,8,Often,95,82,Yes,High,Average
25,89,Many,No,Medium,Yes,Female,24,Visual,8,Often,95,82,Yes,High,Average
18,84,Many,No,Medium,Yes,Male,20,Kinesthetic,19,Often,79,98,No,Low,Fail
18,84,Many,No,Medium,Yes,Male,23,Visual,10,Often,60,82,Yes,High,Average
18,84,Many,No,Medium,Yes,Male,23,Auditory,10,Often,71,46,Yes,High,Excellent
18,84,Many,No,Medium,Yes,Male,23,Kinesthetic,18,Rarely,98,47,No,High,Excellent
18,84,Some,Yes,Medium,Yes,Male,20,Kinesthetic,19,Often,79,98,No,Low,Fail
18,84,Some,Yes,Medium,Yes,Male,23,Visual,10,Often,60,82,Yes,High,Average
18,84,Some,Yes,Medium,Yes,Male,23,Auditory,10,Often,71,46,Yes,High,Excellent
18,84,Some,Yes,Medium,Yes,Male,23,Kinesthetic,18,Rarely,98,47,No,High,Excellent
18,84,Many,Yes,Low,Yes,Male,20,Kinesthetic,19,Often,79,98,No,Low,Fail
18,84,Many,Yes,Low,Yes,Male,23,Visual,10,Often,60,82,Yes,High,Average
18,84,Many,Yes,Low,Yes,Male,23,Auditory,10,Often,71,46,Yes,High,Excellent
18,84,Many,Yes,Low,Yes,Male,23,Kinesthetic,18,Rarely,98,47,No,High,Excellent
18,84,Some,No,Medium,Yes,Male,20,Kinesthetic,19,Often,79,98,No,Low,Fail
18,84,Some,No,Medium,Yes,Male,23,Visual,10,Often,60,82,Yes,High,Average
18,84,Some,No,Medium,Yes,Male,23,Auditory,10,Often,71,46,Yes,High,Excellent
18,84,Some,No,Medium,Yes,Male,23,Kinesthetic,18,Rarely,98,47,No,High,Excellent
18,84,Some,Yes,Low,Yes,Male,20,Kinesthetic,19,Often,79,98,No,Low,Fail
18,84,Some,Yes,Low,Yes,Male,23,Visual,10,Often,60,82,Yes,High,Average
18,84,Some,Yes,Low,Yes,Male,23,Auditory,10,Often,71,46,Yes,High,Excellent
18,84,Some,Yes,Low,Yes,Male,23,Kinesthetic,18,Rarely,98,47,No,High,Excellent
24,71,Some,No,Medium,Yes,Male,25,Kinesthetic,5,Often,85,81,Yes,Medium,Average
24,71,Many,Yes,Medium,Yes,Male,25,Kinesthetic,5,Often,85,81,Yes,Medium,Average
24,71,Many,Yes,Low,Yes,Male,25,Kinesthetic,5,Often,85,81,Yes,Medium,Average
24,71,Some,No,Medium,No,Male,25,Kinesthetic,5,Often,85,81,Yes,Medium,Average
34,63,Many,Yes,Low,Yes,Male,28,Visual,18,Often,78,67,Yes,High,Good
34,63,Many,Yes,Low,Yes,Male,23,Visual,20,Often,65,95,Yes,High,Fail
17,73,Some,No,High,Yes,Female,25,Kinesthetic,13,Often,88,54,Yes,High,Excellent
17,73,Some,No,High,Yes,Female,28,Visual,14,Rarely,94,51,Yes,High,Excellent
17,73,Some,Yes,Medium,Yes,Female,25,Kinesthetic,13,Often,88,54,Yes,High,Excellent
17,73,Some,Yes,Medium,Yes,Female,28,Visual,14,Rarely,94,51,Yes,High,Excellent
17,73,Many,Yes,Medium,Yes,Female,25,Kinesthetic,13,Often,88,54,Yes,High,Excellent
17,73,Many,Yes,Medium,Yes,Female,28,Visual,14,Rarely,94,51,Yes,High,Excellent
17,73,Some,Yes,High,Yes,Female,25,Kinesthetic,13,Often,88,54,Yes,High,Excellent
17,73,Some,Yes,High,Yes,Female,28,Visual,14,Rarely,94,51,Yes,High,Excellent
17,73,Many,Yes,Low,Yes,Female,25,Kinesthetic,13,Often,88,54,Yes,High,Excellent
17,73,Many,Yes,Low,Yes,Female,28,Visual,14,Rarely,94,51,Yes,High,Excellent
17,73,Some,No,Medium,Yes,Female,25,Kinesthetic,13,Often,88,54,Yes,High,Excellent
17,73,Some,No,Medium,Yes,Female,28,Visual,14,Rarely,94,51,Yes,High,Excellent
15,89,Some,Yes,Low,Yes,Female,29,Auditory,4,Rarely,54,64,Yes,High,Good
15,89,Some,No,Low,Yes,Female,29,Auditory,4,Rarely,54,64,Yes,High,Good
15,89,Many,Yes,Low,Yes,Female,29,Auditory,4,Rarely,54,64,Yes,High,Good
15,89,Some,No,High,Yes,Female,29,Auditory,4,Rarely,54,64,Yes,High,Good
15,89,Some,Yes,High,Yes,Female,29,Auditory,4,Rarely,54,64,Yes,High,Good
15,89,Some,No,Medium,Yes,Female,29,Auditory,4,Rarely,54,64,Yes,High,Good
25,86,Some,Yes,Low,Yes,Female,25,Visual,13,Often,60,71,Yes,High,Average
25,86,Some,Yes,Low,Yes,Female,18,Kinesthetic,9,Often,51,51,Yes,High,Excellent
25,86,Some,No,Medium,Yes,Female,25,Visual,13,Often,60,71,Yes,High,Average
25,86,Some,No,Medium,Yes,Female,18,Kinesthetic,9,Often,51,51,Yes,High,Excellent
23,85,Some,Yes,Low,Yes,Female,27,Auditory,8,Often,67,81,No,High,Average
23,85,Some,Yes,Low,Yes,Female,24,Visual,20,Often,90,74,Yes,Medium,Average
23,85,Some,Yes,Low,Yes,Female,21,Visual,10,Often,85,97,Yes,Medium,Fail
23,85,Some,Yes,Low,Yes,Female,21,Kinesthetic,18,Rarely,88,55,Yes,High,Good
23,85,Many,No,Low,No,Female,27,Auditory,8,Often,67,81,No,High,Average
23,85,Many,No,Low,No,Female,24,Visual,20,Often,90,74,Yes,Medium,Average
23,85,Many,No,Low,No,Female,21,Visual,10,Often,85,97,Yes,Medium,Fail
23,85,Many,No,Low,No,Female,21,Kinesthetic,18,Rarely,88,55,Yes,High,Good
23,85,Many,No,Medium,Yes,Female,27,Auditory,8,Often,67,81,No,High,Average
23,85,Many,No,Medium,Yes,Female,24,Visual,20,Often,90,74,Yes,Medium,Average
23,85,Many,No,Medium,Yes,Female,21,Visual,10,Often,85,97,Yes,Medium,Fail
23,85,Many,No,Medium,Yes,Female,21,Kinesthetic,18,Rarely,88,55,Yes,High,Good
26,60,Some,Yes,High,Yes,Male,28,Auditory,19,Rarely,50,96,Yes,High,Fail
26,60,Some,Yes,High,Yes,Male,22,Auditory,1,Rarely,94,84,Yes,High,Average
26,60,Some,Yes,High,Yes,Male,26,Auditory,4,Often,92,62,Yes,Medium,Good
17,88,Some,Yes,Medium,Yes,Male,29,Visual,9,Often,57,73,Yes,Medium,Average
17,88,Some,Yes,Medium,Yes,Male,21,Kinesthetic,19,Rarely,65,74,Yes,High,Average
17,88,Some,Yes,Medium,Yes,Male,24,Kinesthetic,4,Rarely,55,44,Yes,Medium,Excellent
17,88,Some,No,Medium,Yes,Male,29,Visual,9,Often,57,73,Yes,Medium,Average
17,88,Some,No,Medium,Yes,Male,21,Kinesthetic,19,Rarely,65,74,Yes,High,Average
17,88,Some,No,Medium,Yes,Male,24,Kinesthetic,4,Rarely,55,44,Yes,Medium,Excellent
17,88,Many,Yes,Medium,Yes,Male,29,Visual,9,Often,57,73,Yes,Medium,Average
17,88,Many,Yes,Medium,Yes,Male,21,Kinesthetic,19,Rarely,65,74,Yes,High,Average
17,88,Many,Yes,Medium,Yes,Male,24,Kinesthetic,4,Rarely,55,44,Yes,Medium,Excellent
14,98,Many,Yes,Medium,No,Female,29,Visual,6,Rarely,78,43,No,High,Excellent
14,98,Many,Yes,Medium,No,Female,18,Kinesthetic,2,Rarely,83,91,Yes,High,Fail
14,98,Many,Yes,Medium,No,Female,24,Visual,4,Rarely,96,69,No,High,Good
14,98,Many,No,Medium,Yes,Female,29,Visual,6,Rarely,78,43,No,High,Excellent
14,98,Many,No,Medium,Yes,Female,18,Kinesthetic,2,Rarely,83,91,Yes,High,Fail
14,98,Many,No,Medium,Yes,Female,24,Visual,4,Rarely,96,69,No,High,Good
14,98,Many,Yes,Medium,Yes,Female,29,Visual,6,Rarely,78,43,No,High,Excellent
14,98,Many,Yes,Medium,Yes,Female,18,Kinesthetic,2,Rarely,83,91,Yes,High,Fail
14,98,Many,Yes,Medium,Yes,Female,24,Visual,4,Rarely,96,69,No,High,Good
14,98,Some,Yes,High,Yes,Female,29,Visual,6,Rarely,78,43,No,High,Excellent
14,98,Some,Yes,High,Yes,Female,18,Kinesthetic,2,Rarely,83,91,Yes,High,Fail
14,98,Some,Yes,High,Yes,Female,24,Visual,4,Rarely,96,69,No,High,Good
14,98,Some,Yes,Low,Yes,Female,29,Visual,6,Rarely,78,43,No,High,Excellent
14,98,Some,Yes,Low,Yes,Female,18,Kinesthetic,2,Rarely,83,91,Yes,High,Fail
14,98,Some,Yes,Low,Yes,Female,24,Visual,4,Rarely,96,69,No,High,Good
14,98,Some,No,Medium,No,Female,29,Visual,6,Rarely,78,43,No,High,Excellent
14,98,Some,No,Medium,No,Female,18,Kinesthetic,2,Rarely,83,91,Yes,High,Fail
14,98,Some,No,Medium,No,Female,24,Visual,4,Rarely,96,69,No,High,Good
14,98,Many,Yes,High,Yes,Female,29,Visual,6,Rarely,78,43,No,High,Excellent
14,98,Many,Yes,High,Yes,Female,18,Kinesthetic,2,Rarely,83,91,Yes,High,Fail
14,98,Many,Yes,High,Yes,Female,24,Visual,4,Rarely,96,69,No,High,Good
